x,y
-1.0,1.0031766772270203
-0.99,1.0474205018043519
-0.98,0.9980415610313415
-0.97,0.9839207848548889
-0.96,0.9479851165771485
-0.95,0.9720936322212219
-0.94,0.9784990583419799
-0.93,0.8986279319763185
-0.92,0.8644393934249879
-0.91,0.8397263270378114
-0.9,0.88313312292099
-0.89,0.8300242658615112
-0.88,0.7881649416923523
-0.87,0.8463352197647095
-0.86,0.7729513140678405
-0.85,0.7840190863609313
-0.84,0.7804318672180175
-0.83,0.7331489504814147
-0.82,0.7252846025466918
-0.81,0.6780710707664491
-0.8,0.7192728900909425
-0.79,0.6929706159591675
-0.78,0.619892931842804
-0.77,0.6021994093894958
-0.76,0.6216115094184875
-0.75,0.647307300567627
-0.74,0.6148191977500915
-0.73,0.593909931564331
-0.72,0.5307075008392333
-0.71,0.545480763053894
-0.7,0.5307983422279358
-0.69,0.5526992641448973
-0.68,0.4893101381301881
-0.67,0.47213670387268075
-0.66,0.4646029525756836
-0.65,0.49115143775939946
-0.64,0.45321276626586915
-0.63,0.46099384012222294
-0.62,0.45694533767700196
-0.61,0.41992859086990353
-0.6,0.38312352657318116
-0.59,0.43526030120849607
-0.58,0.4307296670913696
-0.57,0.3269037770271301
-0.56,0.3624886117935181
-0.55,0.3941166067123414
-0.54,0.33738472375869755
-0.53,0.3773120984077454
-0.52,0.27690808811187745
-0.51,0.3550735403060913
-0.5,0.33493785858154296
-0.49,0.311176226234436
-0.48,0.25089874067306517
-0.47,0.30822017278671265
-0.46,0.2576959076881409
-0.45,0.2043388867378235
-0.44,0.24917665824890137
-0.43,0.23621211280822751
-0.42,0.1883211196899414
-0.41,0.16965912637710567
-0.4,0.2255514836311341
-0.39,0.23303785047531128
-0.38,0.14808236303329467
-0.37,0.2081066888809204
-0.36,0.17942696771621702
-0.35,0.17105425357818602
-0.34,0.16381614027023317
-0.33,0.18455310001373293
-0.32,0.14701036920547486
-0.31,0.12090323314666748
-0.3,0.14401591062545777
-0.29,0.15729463491439818
-0.28,0.17268205490112307
-0.27,0.1010736731529236
-0.26,0.13639394054412843
-0.25,0.08766355514526367
-0.24,0.13667137870788576
-0.23,0.1317089632987976
-0.22,0.13232893075942992
-0.21,0.07569111738204956
-0.2,0.06897728681564332
-0.19,0.09240195140838622
-0.18,0.12095947256088257
-0.17,0.06939353599548341
-0.16,0.07875356254577637
-0.15,0.0804861044883728
-0.14,0.06468211612701416
-0.13,0.09524306955337525
-0.12,0.07108054819107056
-0.11,0.11154418668746949
-0.1,0.07897071599960329
-0.09,0.038143458938598634
-0.08,0.015995489501953127
-0.07,0.06908224573135377
-0.06,0.08875522480010987
-0.05,0.004744150638580323
-0.04,0.0954875675201416
-0.03,0.05062083568572998
-0.02,0.08900503435134888
-0.01,0.033150870895385744
0.0,0.020658230781555178
0.01,0.05767437944412232
0.02,0.05267856636047363
0.03,0.06740559902191162
0.04,0.043292054271698
0.05,0.06122689485549927
0.06,0.06446246967315675
0.07,0.09623553504943848
0.08,0.10225889577865602
0.09,0.09022491273880005
0.1,0.08954503297805788
0.11,0.050200719451904297
0.12,0.01697258415222168
0.13,0.08431951704025269
0.14,0.08799507818222047
0.15,0.10306067228317262
0.16,0.10997551259994508
0.17,0.11034582509994509
0.18,0.13074218025207518
0.19,0.07804189310073853
0.2,0.1056611442565918
0.21,0.13168329153060912
0.22,0.06633496608734131
0.23,0.13499015130996705
0.24,0.0987797046661377
0.25,0.07276536226272583
0.26,0.10938361892700196
0.27,0.16839282789230348
0.28,0.11299882736206056
0.29,0.11030221376419067
0.3,0.17576070070266725
0.31,0.12220751390457155
0.32,0.1989540647506714
0.33,0.19314304723739625
0.34,0.17754895505905155
0.35,0.1766513204574585
0.36,0.21830759010314943
0.37,0.17282209815979005
0.38,0.15936609449386596
0.39,0.1816923948287964
0.4,0.18586908340454106
0.41,0.2645659452438354
0.42,0.1846393407821655
0.43,0.19836777677536008
0.44,0.2317214737892151
0.45,0.2561517858505249
0.46,0.22701208028793335
0.47,0.3116616138458252
0.48,0.3253020028114319
0.49,0.2565076328277588
0.5,0.32413665056228635
0.51,0.30926932582855227
0.52,0.35277458467483525
0.53,0.3552218302726746
0.54,0.37831299219131476
0.55,0.343627097606659
0.56,0.3645240865707398
0.57,0.3896866129875183
0.58,0.3870993532180786
0.59,0.37923251924514767
0.6,0.3658844327926636
0.61,0.3912447615623474
0.62,0.47988782110214234
0.63,0.4633397954940796
0.64,0.4340725227355957
0.65,0.4348776197433472
0.66,0.5208853178977967
0.67,0.4578258074760438
0.68,0.5335941361427308
0.69,0.4830203615188598
0.7,0.5081221485137939
0.71,0.5137490144729614
0.72,0.5719945177078247
0.73,0.6063064221382141
0.74,0.5859764266967773
0.75,0.593402087688446
0.76,0.6002726055145263
0.77,0.658878181362152
0.78,0.6723975666999817
0.79,0.6812534156799317
0.8,0.6722591662406923
0.81,0.7049561630249025
0.82,0.6733249925613403
0.83,0.734321016216278
0.84,0.7056599026679992
0.85,0.7687635278701781
0.86,0.7529082509040832
0.87,0.7683200115203858
0.88,0.8111540955543518
0.89,0.883549511051178
0.9,0.8170575118064881
0.91,0.8646817189216615
0.92,0.8619301451683045
0.93,0.9145464252471925
0.94,0.9746312056541442
0.95,0.9292863988876342
0.96,0.9733242193222046
0.97,1.0146488627433776
0.98,0.9609732774734496
0.99,1.0003903985977172
1.0,1.0110901594161987
